parent_lemma;parent_variant;parent_pos;parent_comment;child_lemma;child_variant;child_pos;child_comment
ostatnia;1;2;##K: pot. ##D: eufemistycznie: kobieta, która jest źle oceniana pod względem moralnym. [##P: Potraktował ją jak jakąś ostatnią, ja na jej miejscu już więcej bym się do niego słowem nie odezwała.];ostatni;1;2;##K: pot. ##D: eufemistycznie: człowiek, który jest źle oceniany pod względem moralnym. [##P: Paweł zwymyślał mnie od ostatnich.] [##P: To nie są żadni tam ostatni, tylko po prostu ubodzy ludzie.]
ostrowczanka;1;2;##K: og. ##D: mieszkanka Ostrowca Świętokrzyskiego.;ostrowczanin;1;2;##K: og. ##D: mieszkaniec Ostrowca Świętokrzyskiego.
ostrowianka;1;2;##K: og. ##D: mieszkanka Ostrowa Lubelskiego, Ostrowi Mazowieckiej lub Ostrowa Wielkopolskiego.;ostrowianin;1;2;##K: og. ##D: mieszkaniec Ostrowa Lubelskiego, Ostrowi Mazowieckiej lub Ostrowa Wielkopolskiego.
ostrzeszowianka;1;2;##K: og. ##D: mieszkanka Ostrzeszowa.;ostrzeszowianin;1;2;##K: og. ##D: mieszkaniec Ostrzeszowa.
oswobodzicielka;1;2;##K:  ##D: . [##P: ] {##L: };oswobodziciel;1;2;##K:  ##D: . [##P: ] {##L: } ##A1: {radość, użyteczność, dobro} + s [Co roku organizowano święto na cześć oswobodzicieli.] ##A2: {radość, użyteczność, dobro} + m [Oswobodziciele miasta zostali wymienieni na tablicy pamiątkowej przed ratuszem.]
oszczepniczka;1;2;##K:  ##D: . [##P: ] {##L: };oszczepnik;1;2;sport.
oszustka;1;2;##K:  ##D: . [##P: ] {##L: };oszust;1;2;##K: og. ##D: osoba, która oszukuje - może kłamać, udawać kogoś innego, łamać prawo, wykorzystywać czyjąć naiwność np. w interesach. [##WN: Ujęcie oszusta nastąpiło dzięki czujności właściciela jednego z komisów samochodowych.] [##Ko: ścigać oszusta] ##A1: {smutek, złość, wstręt, nieużyteczność, krzywda, błąd} - m [Oszust najpierw ją omotał, a potem pozbawił połowy majątku.] ##A2: {złość, strach, wstręt, krzywda, błąd} - m [Moja siostra padła ofiarą oszusta, który sprzedał jej kradziony telefon.]
oślica;1;2;##K: og. ##D: samica osła.;osioł;1;2;##K: og. ##D: ssak z rodziny koniowatych, charakteryzujący się dużą głową, długimi uszami, cienkim ogonem z kitą na końcu, małymi wymaganiami pokarmowymi i odpornością na brak wody, w stanie dzikim występuje osioł afrykański (Equus africanus) z podgatunkami (osioł nubijski i osioł somalijski), natomiast w wielu regionach świata użytkowana przez człowieka jest jego udomowiona forma – osioł domowy (Equus asinus). [##W: Osioł został udomowiony przez człowieka wcześniej niż koń.] [##W: W symbolice chrześcijańskiej osioł może być symbolem rozpusty, ale też skromności i pokory.] {##L: http://pl.wikipedia.org/wiki/Osio%C5%82}
oślica;2;2;##K: og. ##D: osioł-kobieta, tępa osoba.;osioł;2;2;##K: pot. ##D: o osobie nierozgarniętej. [##Z: Kaśka jest takim osłem, że nawet z plastyki ma zagrożenie.] ##A1: {złość, wstręt, nieużyteczność, niewiedza} - m [Marek to skończony osioł: ciągle zaniża poziom w naszej klasie.] ##A2: {złość, wstręt, nieużyteczność, niewiedza} - m [Ta kartkówka była banalna, a on oddał pustą kartkę. Ale osioł z tego Jacka!]
ośmioklasistka;1;2;##K:  ##D: . [##P: ] {##L: };ośmioklasista;1;2;ukończył osiem klas szkoły
ośmiolatka;1;2;##K:  ##D: . [##P: ] {##L: };ośmiolatek;1;2;##K:  ##D: . [##P: ] {##L: } ##A1: 0 ##A2: 0
oświęcimianka;1;2;##K: og. ##D: mieszkanka Oświęcimia.;oświęcimianin;1;2;##K: og. ##D: mieszkaniec Oświęcimia.
outsiderka;1;2;##K:  ##D: . [##P: ] {##L: };outsider;2;2;##K: pot. ##D: obserwator, osoba, która nie bierze w czymś udziału, nie angażuje się, tylko obsejwuje coś z boku. [##P: Nie chciał się angażować, dlatego wybrał rolę outsidera.]
outsiderka;2;2;##K:  ##D: . [##P: ] {##L: };outsider;1;2;##K: pot. ##D: człowiek, który świadomie izoluje się od jakiejś społeczności lub jest przez nią nieakceptowany. [##P: Dziwny wygląd i brak poczucia humoru zrobiły z niego outsidera.] {##L: } ##A1: {-, złość, dobro, prawda, nieużyteczność, błąd} amb [Bohaterem utworu jest outsider buntujący się przeciw zepsutemu społeczeństwu.] [Tomasz to outsider i nie radzi sobie trochę w kontaktach z ludźmi.] ##A2: {-, złość, dobro, prawda, nieużyteczność, błąd} amb [Każdy geniusz jest trochę outsiderem, często nierozumianym przez innych ludzi.] [W klasie mamy zwykle outsidera, milczącego i utrzymującego kontakt najwyżej z jedną osobą.]
owolaktarianka;1;2;##K: og.;owolaktarianin;1;2;##K: og. ##D: wegetarianin, który przestrzega diety owolaktariańskiej, dopuszczającej jedzenie - oprócz pokarmów roślinnych - także jajek oraz mleka i jego przetworów.
owowegetarianka;1;2;##K: og.;owowegetarianin;1;2;##K: og. ##D: wegetarianin, który przestrzega diety owowegetariańskiej, dopuszczającej jedzenie - oprócz pokarmów roślinnych - także jajek.
ósmoklasistka;1;2;##K:  ##D: . [##P: ] {##L: };ósmoklasista;1;2;##K:  ##D: . [##P: ] {##L: } ##A1: 0 ##A2: 0
pabianiczanka;1;2;##K: og. ##D: mieszkanka Pabianic.;pabianiczanin;1;2;##K: og. ##D: mieszkaniec Pabianic.
pachciarka;1;2;##K: daw. ##D: kobieta pachciarz, kobieta, która dzierżawi od kogoś młyn, sad, karczmę lub gospodarstwo rolne. ;pachciarz;1;2;##K: daw. ##D: dzierżawca - człowiek, który coś dzierżawi, użytkuje rzecz lub prawo majątkowe przez ustalony czas w zamian za określoną opłatę.
pacholica;1;2;##K: daw. ##D: służąca, dziewczyna na posyłki, usługująca zwłaszcza na dworze.;pachołek;1;2;##K: og. ##D: człowiek wypełniający różne powierzone mu zadania i funkcje, dawniej pomocnik i sługa szlachcica, dziś również służący w instytucjach publicznych (sąd, magistrat itp.). ##A1: 0 ##A2: 0
pacjentka;1;2;##K:  ##D: . [##P: ] {##L: };pacjent;1;2;##K: og. ##D: osoba korzystająca z opieki medycznej (np. w przychodni, gabinecie). [##P: Przyszedł do nas wczoraj ten pacjent, który miał raka płuca, i okazało się, że jest już zdrowy.] [##P: Doktorze, zaraz wejdzie ostatni pacjent medycyny pracy, po nim już nie ma nikogo.] [##P: Szpital kliniczny przyjmuje rocznie na różnych swoich oddziałach 20 tys. pacjentów.] {##L: https://pl.wikipedia.org/wiki/Pacjent} ##A1: 0
pacyfistka;1;2;##K:  ##D: . [##P: ] {##L: };pacyfista;1;2;##K:  ##D: . [##P: ] {##L: } ##A1: 0
Pakistanka;1;2;##K: og. ##D: mieszkanka Pakistanu, kobieta pochodzenia pakistańskiego.;Pakistańczyk;1;2;##K: og. ##D: mieszkaniec Pakistanu, człowiek pochodzenia pakistańskiego.
pakowaczka;2;2;##K:  ##D: . [##P: ] {##L: };pakowacz;1;2;##K: og. ##D: robotnik zajmujący się pakowaniem towarów. [##P: ] {##L: } ##A1: 0 ##A2: 0
palaczka;1;2;##K:  ##D: . [##P: ] {##L: };palacz;2;2;##K: og. ##D: osoba, która pali papierosy lub inne używki (np. marihuanę). [##P: Dla palaczy jest osobne pomieszczenie z popielniczkami, nie wolno palić papierosów w pokojach.] {##L: } ##A1: 0 ##A2: 0
Palestynka;1;2;##K: og. ##D: mieszkanka Palestyny, historycznej krainy na Bliskim Wschodzie, kobieta pochodzenia palestyńskiego.;Palestyńczyk;1;2;##K: og. ##D: mieszkaniec Palestyny, historycznej krainy na Bliskim Wschodzie, człowiek pochodzenia palestyńskiego. ##A1: 0
pallotynka;1;2;##K: og. ##D: zakonnica ze zgromadzenia sióstr pallotynek. [##P: ] {##L: };pallotyn;1;2;##K:  ##D: . [##P: ] {##L: } ##A1: 0 ##A2: 0
palotynka;1;2;##K: og. ##D: zakonnica ze zgromadzenia sióstr pallotynek.;palotyn;1;2;##K:  ##D: . [##P: ] {##L: } ##A1: 0 ##A2: 0
pamiętnikarka;1;2;lit.;pamiętnikarz;1;2;lit.
Panamka;1;2;##K: og. ##D: mieszkanka Panamy, kobieta pochodzenia panamskiego.;Panamczyk;1;2;##K: og. ##D: mieszkaniec Panamy, człowiek pochodzenia panamskiego.
panczenistka;1;2;##K:  ##D: . [##P: ] {##L: };panczenista;1;2;##K: specj. ##D: sportowiec uprawiający łyżwiarstwo szybkie.
pani;1;2;##K: og. ##D: bogaczka - posiadaczka majątku.;pan;6;2;##K: og. ##D: bogacz, dawniej także posiadacz majątku [##P: Każdy klient w jego zakładzie czuł się jak prawdziwy pan.] [#P: Chcesz mieć duży parking przed przedszkolem, boś pan pełną gębą, to sobie dziecko do prywatnego zapisz.] [##Ko: hojny pan, żyć jak pan] ##A1: {radość, złość, strach, szczęście, krzywda} amb [Po wieloletnim pobycie za granicą mógł kupić kilka mieszkań i żyć jak pan.] [On jest pan, on nie usiądzie na zwykłym krześle!] ##A2: {radość, złość, strach, szczęście, krzywda} amb [Kupimy ten dom, posadzimy tuje i będziesz tam żył jak pan, a ja razem z tobą.] [To jest wielki pan, schabowym wzgardzi, obawiam się.]
pani;2;2;##K: og. ##D: dorosły człowiek płci żeńskiej, kobieta. [##P: - Mamo, przyszła do nas ta pani ze sklepu, mówi, że zostawiłaś na ladzie kartę.] ##A1: 0 ##A2: 0;pan;2;2;##K: og. ##D: mężczyzna. [##P: Panowie ubrani byli w ciemne garnitury.] [##P: Nie zgadzam się z tym panem, który telefonował przed chwilą.] [##Ko: starszy pan] ##A1: 0 ##A2: 0
pani;4;2;##K: og. ##D: władczyni - kobieta, która ma władzę nad kimś lub nad czymś.;pan;1;2;##K: og. ##D: człowiek władający czymś, panujący nad kimś, mający poddanych, władca. [##P: Zwycięski wódz został panem miasta.] [##P: Magnat Horeszko był panem na tym zamku.] ##A1: 0 ##A2: 0
pani;5;2;##K: og. ##D: właścicielka zwierzęcia.;pan;5;2;właściciel zwierzęcia, psa (“nadawał imiona zwierzętom domowym, ptactwu i dzikim zwierzętom – na znak, że jest ich panem”, “pies szuka pana”)
pani;6;2;##K: środ. ##D: w gwarze uczniowskiej: nauczycielka, zwłaszcza wychowawczyni klasy.;pan;3;2;##K: og. ##D: w gwarze uczniowskiej o nauczycielu. [##P: Najgorsze jest to, że moja klasa ma profil humanistyczny, a nasz pan od polskiego jest wielbicielem teatru i często zmusza nas do wystąpień przed całą szkołą.]
pani;7;2;##K: og. ##D: pracodawczyni, która bywa tak nazywana np. przez służbę.;pan;7;2;pracodawca w stosunku do służby (“pomimo tego, że Sebastian jest tylko jego lokajem, zdarza mu się dogryzać i podśmiewać, a jego pan także nie pozostaje mu dłużny”)
panikara;1;2;##K:  ##D: . [##P: ] {##L: };panikarz;1;2;##K:  ##D: . [##P: ] {##L: } ##A1: {złość, strach, zaskoczenie, krzywda, błąd} - s [Nie zachowuj się jak panikarz, na pewno znajdziemy wyjście z tego labiryntu.] ##A2: {złość, krzywda, błąd} - s [Uspokój tego panikarza, bo zepsuje nam cały plan.]
panująca;1;2;##K:  ##D: . [##P: ] {##L: };panujący;1;2;##K: og. ##D: człowiek władający czymś, sprawujący władzę w państwie. [##P: ] {##L: } ##A1: 0 ##A2: 0
papieżyca;1;2;##K:  ##D: . [##P: ] {##L: };papież;1;2;##K: og. ##D: zwierzchnik Kościoła katolickiego. [##P: Podczas ostatniej wizyty papieża episkopat wynajął dla gościa całe piętro Hotelu Plaza.] {##L: http://pl.wikipedia.org/wiki/Papie%C5%BC} ##A1: 0 ##A2: 0
papistka;1;2;##K:  ##D: . [##P: ] {##L: };papista;1;2;##K:  ##D: . [##P: ] {##L: }
Papuanka;1;2;##K: og. ##D: mieszkanka Papui-Nowej Gwinei, kobieta pochodzenia papuańskiego.;Papuańczyk;1;2;##K: og. ##D: mieszkaniec Papui-Nowej Gwinei, człowiek pochodzenia papuańskiego.
Papuaska;1;2;##K: og. ##D: rdzenna mieszkanka Papui, kobieta pochodzenia papuańskiego.;Papuas;1;2;##K: og. ##D: rdzenny mieszkaniec Papui, człowiek pochodzenia papuańskiego. ##A1: 0
parafianka;1;2;##K:  ##D: . [##P: ] {##L: };parafianin;1;2;##K: og. ##D: członek danej społeczności parafialnej, człowiek, który mieszka w obrębie danej parafii.
Paragwajka;1;2;##K: og. ##D: mieszkanka Paragwaju, kobieta pochodzenia paragwajskiego.;Paragwajczyk;1;2;##K: og. ##D: mieszkaniec Paragwaju, człowiek pochodzenia paragwajskiego.
paralityczka;1;2;##K:  ##D: . [##P: ] {##L: };paralityk;1;2;##K:  ##D: . [##P: ] {##L: } ##A1: 0
paralotniarka;1;2;##K:  ##D: . [##P: ] {##L: };paralotniarz;1;2;##K:  ##D: . [##P: ] {##L: }
paranoiczka;2;2;osoba chora;paranoik;2;2;##K: specj. ##D: człowiek cierpiący na paranoję. [##P: Michał codziennie widzi sąsiada chodzącego z siekierą po podwórku, strzegąc domu przed złodziejami - jego zdaniem, ten człowiek to kliniczny przypadek paranoika.] ##A1: 0
paranoiczka;1;2;osoba, która zachowuje się niedorzecznie;paranoik;1;2;##K: książk. ##D: przenośnie o człowieku, który zachowuje się jak szalony, popada w obłęd. [##P: No i zaczął się tym tak strasznie martwić, paranoik jeden, że nic z tego zmartwienia nie jadł.] ##A1: {smutek, złość, strach, nieużyteczność, krzywda, błąd, nieszczęście} - m [Ten paranoik nie przypomina wesołego Grzesia sprzed lat.] ##A2: {smutek, złość, strach, wstręt, nieużyteczność, krzywda, błąd, nieszczęście} - m [Dobrze, że ten paranoik się wyprowadził, bo wszyscy sąsiedzi mieli już go dość.]
parlamentarzystka;1;2;##K:  ##D: . [##P: ] {##L: };parlamentarzysta;1;2;##K:  ##D: . [##P: ] {##L: } ##A1: 0 ##A2: 0
parodystka;1;2;##K:  ##D: . [##P: ] {##L: };parodysta;1;2;##K:  ##D: . [##P: ] {##L: }
parodystka;2;2;2;parodysta;2;2;2 ##A1: 0 ##A2: 0
parolatka;1;2;##K:  ##D: . [##P: ] {##L: };parolatek;1;2;##K: og. ##D: tak nazywamy dziecko, które jeszcze nie chodzi do szkoły, dziecko, które ma kilka lat. ##A1: 0 ##A2: 0
partnerka;1;2;##K: og. ##D: kobieta, która pozostaje z kimś w stałym lub przelotnym związku, również taka, z którą odbyło się stosunek seksualny. [##P: Musisz być szczery wobec swojej partnerki, inaczej wasz związek nie przetrwa.] [##P: Seks z przygodną partnerką jest obciążony pewnym ryzykiem.] ##A1: 0 ##A2: 0;partner;1;2;##K: og. ##D: towarzysz życia, zwłaszcza: mężczyzna. [##Ko: partner życiowy] [##P: Kochana Redakcjo, mój partner nie lubi po sobie sprzątać, nie wiem, co mam robić.] [##P: A to jest mój partner, mieszkamy ze sobą już od roku, dokładnie dziś mamy rocznicę.] [##W: Według niektórych opinii wyrok oznacza, iż w krajach Unii, w których wprowadzono w prawie rejestrowane związki partnerskie, partnerzy tej samej płci powinni posiadać takie same prawa, jak małżonkowie.]
partnerka;2;2;##K: og. ##D: kobieta, która wspólnie z kimś podejmuje jakieś działanie. [##P: Na twoim miejscu poszedłbym na wesele, licząc na to, że będzie sporo dziewczyn, wśród których znajdę partnerkę do tańca.] {##L: };partner;3;2;##K: og. ##D: uczestnik wspólnego działania. [##W: Warunkiem koniecznym legalnego blefu w brydżu jest jednoczesne wprowadzenie w błąd partnera - w innym przypadku jest to surowo karana przepisami zmowa, lub ukrycie specjalnych ustaleń.] [##P: Szukam partnera na lekcje tango.]
partnerka;3;2;"##K: og. ##D: aktorka towarzysząca innemu aktorowi w grze na scenie czy w filmie. [##P: Partnerką Mela Gibsona w ""Bravehearcie"" była przepiękna Sophie Marceau.]";partner;5;2;"##K: og. ##D: aktor towarzyszący innemu aktorowi w grze na scenie, w filmie. [##P: Świetnie zagrała Modrzejewska, której partnerem był młody Stuhr.] [##P: Partnerem Angeliny Jolie w filmie ""Pan i Pani Smith"" był Brad Pitt, był to początek ich miłości - gorący romans, który połączył ich na długie lata.]"
partnerka;4;2;##K: og. ##D: kobieta, którą traktuje się jako osobę równą sobie. [##P: Chcę być dla Ciebie partnerką, a nie darmową pomocą domową!] [##P: Dość szybko rodzice zaczęli traktować mnie jak partnerkę, oczekując, że będę odpowiedzialna za swoje działania.];partner;6;2;##K: og. ##D: osoba, którą się traktuje jak równą sobie. [##P: Ważne jest, żeby traktować dziecko jak partnera, ale nie dać mu rządzić w domu.] ##A1: 0 ##A2: {radość, zaufanie, użyteczność, dobro} + m [Jesteś już dorosła, chcę móc wreszcie traktować cię jak partnera.]
partykularystka;1;2;##K:  ##D: . [##P: ] {##L: };partykularysta;1;2;##K:  ##D: . [##P: ] {##L: } ##A1: {smutek, złość, wstręt, nieużyteczność, krzywda} - s [Nie licz na pomoc tego partykularysty, on myśli tylko o sobie.]
partyzantka;2;2;##K:  ##D: . [##P: ] {##L: };partyzant;1;2;##K: og. ##D: żołnierz nieregularnych oddziałów prowadzących walki oraz działania dywersyjne na terenach zajętych przez przeciwnika bądź zwalczających siłą rząd. [##W: W trakcie kontrofensywy dwóch dywizji niemieckich partyzanci wycofali się na lewobrzeżną Ukrainę, a następnie na neutralny obszar pomiędzy Ukrainą a Rosją radziecką.] {##L: https://pl.wikipedia.org/wiki/Partyzant} ##A1: 0 ##A2: 0
parulatka;1;2;##K:  ##D: . [##P: ] {##L: };parulatek;1;2;##K:  ##D: . [##P: ] {##L: } ##A1: 0 ##A2: 0
parweniuszka;1;2;##K:  ##D: . [##P: ] {##L: };parweniusz;1;2;##K: książk. ##D: lekceweważąco, pogardliwie: osoba, która dorobiła się majątku i pozycji społecznej, wkroczyła na salony, nie będąc osobą uprawnioną do tego z urodzenia, rażąca swoim brakiem ogłady, prostackim gustem itp. ##A1: {złość, wstręt, niewiedza, błąd} - m [Na spotkaniu było paru delegatów i parweniuszy, dyskusja rozczarowała inteligencką publikę.] ##A2: {złość, wstręt, niewiedza, błąd} - m [Na przyjęciu u ambasadora z tłumu wyróżniało się dwóch parweniuszy, których zachowanie zdecydowanie odbiegało standardem od poziomu bankietu.]
paryżanka;1;2;##K: og. ##D: mieszkanka Paryża. [##P: Cały świat podziwia wyczucie stylu paryżanek.] [##P: Paryżanki noszą się wygodnie i z ponadczasową elegancją.];paryżanin;1;2;##K: og. ##D: mieszkaniec Paryża.
pasażerka;1;2;##K:  ##D: . [##P: ] {##L: };pasażer;1;2;##K:  ##D: . [##P: ] {##L: }
pasierbica;1;2;##K:  ##D: . [##P: ] {##L: } ##A1: 0 ##A2: 0;pasierb;1;2;##K: og. ##D: syn męża lub żony z poprzedniego związku. ##A1: 0 ##A2: 0
pasjonatka;1;2;##K:  ##D: . [##P: ] {##L: };pasjonat;1;2;##K: og. ##D: entuzjasta, człowiek, który ma jakąś pasję, interesuje się czymś, lubi coś. [##KPWr: Ale to także problem wynikający z faktu, że to, co dobrze działa w małej niszy, napędzanej energią grupy pasjonatów (także tych, którzy za dzielenie się tą energią biorą pensje), średnio się skaluje.]
pasjonistka;1;2;##K: specj. ##D: kobieta pasjonista, członkini żeńskiej odmiany zakonu pasjonistów.;pasjonista;1;2;##K: og. ##D: zakonnik, który jest członkiem Zgromadzenia Męki Pańskiej. [##P: ] {##L: } ##A1: 0 ##A2: 0
paskarka;1;2;##K:  ##D: . [##P: ] {##L: };paskarz;1;2;##K:  ##D: . [##P: ] {##L: } ##A1: {złość, wstręt, nieużyteczność, błąd, krzywda} - m [Na pewno spotkasz tam kilku paskarzy i znajdziesz to, czego nie zdołasz legalnie kupić.] ##A2: {złość, wstręt, krzywda, błąd} - m [Niestety, części, których potrzebuję do konstrukcji mojego modelu, muszę kupować u paskarzy, którzy zdzierają ze mnie mnóstwo pieniędzy.]
paskudnica;1;2;##K:  ##D: . [##P: ] {##L: };paskudnik;1;2;##K: pot. ##D: mężczyzna lub chłopiec, który jest okropny, paskudny, zwłaszcza niewdzięczny, ktoś, kto zrobił coś paskudnego lub ma paskudną cechę charakteru. [##P: Ten paskudnik znów wszedł w ubłoconych buciorach na podłogę, którą właśnie umyłam!] ##A1: {złość, wstręt, nieużyteczność, błąd, krzywda} - s [Ten paskudnik wyłączył mi kuchenkę, chociaż widział, że gotuję makaron.] ##A2: {smutek, złość, wstręt, nieużyteczność, błąd, krzywda} - s [Ale z ciebie paskudnik, tym razem nie powiem babci, że to ty zlizałeś lukier, ale następnym razem dostaniesz za swoje.]
pasłęczanka;1;2;##K: og. ##D: mieszkanka Pasłęka.;pasłęczanin;1;2;##K: og. ##D: mieszkaniec Pasłęka.
pasterka;2;2;##K: og. ##D: kobieta - pasterz, kobieta wypasająca owce i bydło. [##Mickiewicz: Choć w ubraniu pasterki, widno, żeś królowa.] {##L: };pasterz;1;2;##K: og. ##D: człowiek, wypasający bydło, owce itp. [##P: ] {##L: } ##A1: 0 ##A2: 0
pastuszka;1;2;##K:  ##D: . [##P: ] {##L: };pastuch;1;2;##K: pot. ##D: pasterz. [##P: ] {##L: } ##A1: {wstręt, nieużytecznośc, błąd} - s [Jakiś pastuch ubrudził nam dywan.]
Pasztunka;1;2;##K: og. ##D: członkini grupy etnicznej Pasztunów - głównej grupy ludności Afganistanu.;Pasztun;1;2;##K: og. ##D: członek grupy etnicznej Pasztunów - głównej grupy ludności Afganistanu.
patriarchini;1;2;##K:  ##D: . [##P: ] {##L: };patriarcha;1;2;tytuł niektórych biskupów, mający długą historię ##A1: 0  ##A2: 0
patriarchini;2;2;2;patriarcha;2;2;nestor, starzec ##A1: {zaufanie, użyteczność, wiedza} + s [Patriarcha tego rodu był bardzo mądrym i oczytanym mężczyzną.] ##A2: {zaufanie, użyteczność, wiedza} + s [Na rynku książki było w owym czasie sporo eksperymentujących młokosów i patriarcha, którego dzieła były dla nich punktem odniesienia.]
patriotka;1;2;##K:  ##D: . [##P: ] {##L: };patriota;1;2;##K: og. ##D: człowiek kochający swoją ojczyznę, gotów do poświęceń dla niej. ##A1: {radość, użyteczność, dobro} + s [Pragnę wychować moich synów na patriotów.] ##A2: {radość, użyteczność, dobro} + s [Chciałabym, abyś był takim patriotą, gdy dorośniesz, jak twój dziadek i pradziadek.]
patronka;2;2;##K: og. ##D: święta, której imię ktoś nosi lub która jest symbolicznym opiekunem miasta, przedsięwzięcia albo grupy ludzi.;patron;2;2;##K: og. ##D: święty, którego imię ktoś nosi albo który jest symbolicznym opiekunem miasta lub grupy ludzi. [##P: Św. Florian to parton strażaków, patronem Dubrownika jest św. Błażej.] ##A1: 0 ##A2: 0
patronka;1;2;##K: książk. ##D: opiekunka.;patron;1;2;##K: og. ##D: opiekun w postaci osoby lub instytucji, która się zajmuje czymś, np. funduje coś. [##P: Patron medialny koncertu, nie chciał być patronem tego przedsięwzięcia - nie chciał, żeby jego nazwisko wiązano z branżą akcesoriów erotycznych.]
patronka;3;2;##K: og. ##D: zasłużona zmarła, która patronuje jakiejś instytucji (np. patronka naszej szkoły).;patron;4;2;##K: og. ##D: zmarła osoba, która jest zasłużona i z tego powodu jej imię może być nadane jakiejś instytucji. [##P: Patronem naszej szkoły był Hugo Kołłątaj.] ##A1: 0 ##A2: 0
patrycjuszka;1;2;##K: daw. ##D: obywatelka Rzymu pochodząca z arystokratycznego rodu.;patrycjusz;2;2;##K: daw. ##D: obywatel Rzymu pochodzący z arystokratycznego rodu. ##A1: 0 ##A2: 0
patrycjuszka;2;2;##K: daw. ##D: bogata mieszczanka.;patrycjusz;1;2;##K: daw. ##D: bogaty mieszczanin, który należał do patrycjatu miejskiego. [##P: ] {##L: } ##A1: 0 ##A2: 0
pawica;1;2;##K: og. ##D: samica pawia.;paw;1;2;##K: og. ##D: ptak z rodziny kurowatych (Phasianidae).
pawłowiczanka;1;2;##K: og. ##D: mieszkanka Pawłowic - wsi na Śląsku.;pawłowiczanin;1;2;##K: og. ##D: mieszkaniec Pawłowic - wsi na Śląsku.
pątniczka;1;2;##K:  ##D: . [##P: ] {##L: };pątnik;1;2;##K:  ##D: . [##P: ] {##L: }
pedantka;1;2;##K:  ##D: . [##P: ] {##L: };pedant;1;2;##K:  ##D: . [##P: ] {##L: } ##A1: {złość, wstręt, nieużyteczność, błąd} - s [Mam już po dziurki w nosie mojego szefa, który jest bardzo wymagającym pedantem.]
pedicurzystka;1;2;##K:  ##D: . [##P: ] {##L: } ##A1: 0 ##A2: 0;pedicurzysta;1;2;##K:  ##D: . [##P: ] {##L: } ##A1: 0 ##A2: 0
pedikiurzystka;1;2;##K:  ##D: . [##P: ] {##L: } ##A1: 0 ##A2: 0;pedikiurzysta;1;2;##K:  ##D: . [##P: ] {##L: } ##A1: 0 ##A2: 0
pedofilka;1;2;##K:  ##D: . [##P: ] {##L: };pedofil;1;2;##K:  ##D: . [##P: ] {##L: } ##A1: {złość, wstręt, strach, krzywda, błąd} - m [Ze strachu przed pedofilami rodzice zabraniają dzieciom wychodzić samotnie z domu.]
pejzażystka;1;2;##K: og. ##D: malarka specjalizująca się w malarstwie pejzażowym, krajobrazowym.;pejzażysta;1;2;##K:  ##D: . [##P: ] {##L: }
pekinka;1;2;##K: og.;pekińczyk;2;2;##K: og.
pełnomocniczka;1;2;##K:  ##D: . [##P: ] {##L: };pełnomocnik;1;2;##K: og. ##D: osoba, która kogoś reprezentuje, zastępuje go wobec prawa.
Pendżabka;1;2;##K: og.;Pendżab;1;2;NP {##L: http://pl.wikipedia.org/wiki/Pend%C5%BCab}
penitencjarystka;1;2;##K: specj. ##D: kobieta penitencjarysta, specjalista do spraw więziennictwa, reedukacji więźniów oraz stosowania odpowiedniego systemu kar. ;penitencjarysta;1;2;##K: specj. ##D: specjalista do spraw więziennictwa, reedukacji więźniów oraz stosowania odpowiedniego systemu kar.  ##A1: 0 ##A2: 0
penitentka;1;2;##K:  ##D: . [##P: ] {##L: };penitent;1;2;##K:  ##D: . [##P: ] {##L: }
pensjonariuszka;1;2;##K:  ##D: . [##P: ] {##L: };pensjonariusz;1;2;##K:  ##D: . [##P: ] {##L: }
Pensylwanka;1;2;##K: og.;Pensylwańczyk;1;2;##K: og. 
Pepiczka;1;2;##K: pot. ##D: lekceważąco lub żartobliwie o Czeszce.;Pepiczek;1;2;##K: pot. ##D: lekceważąco lub żartobliwie o Czechu.
perfekcjonistka;1;2;##K:  ##D: . [##P: ] {##L: };perfekcjonista;1;2;##K:  ##D: . [##P: ] {##L: } ##A1: {radość, smutek, złość, użyteczność, nieużyteczność, nieszczęście} amb [Każdy perfekcjonista jest wspaniałym pracownikiem.] [Żal patrzeć na Kubę, który jest takim perfekcjonistą, że pracuje nawet w święta, aby wykonać wszystkie zadania idealnie.]
performerka;1;2;##K:  ##D: . [##P: ] {##L: };performer;1;2;##K:  ##D: . [##P: ] {##L: }
perkusistka;1;2;##K:  ##D: . [##P: ] {##L: };perkusista;1;2;##K:  ##D: . [##P: ] {##L: }
Persjanka;1;2;##K: og. ##D: mieszkanka Persji, od 1935 roku przemianowanej na Iran.;Pers;1;2;##K: og. ##D: mieszkaniec Persji, od 1935 roku przemianowanej na Iran.
Persyjka;1;2;##K: og. ##D: mieszkanka Persji, od 1935 roku przemianowanej na Iran.;Pers;1;2;##K: og. ##D: mieszkaniec Persji, od 1935 roku przemianowanej na Iran.
perukarka;1;2;##K:  ##D: . [##P: ] {##L: };perukarz;1;2;##K: og. ##D: wytwórca peruk i tresek.
Peruwianka;1;2;##K: og. ##D: mieszkanka Peru, kobieta pochodzenia peruwiańskiego.;Peruwianin;1;2;##K: og. ##D: mieszkaniec Peru, człowiek pochodzenia peruwiańskiego.
