parent_lemma;parent_variant;parent_pos;parent_comment;child_lemma;child_variant;child_pos;child_comment
ałmatka;1;2;##K: og. ##D: mieszkanka Ałma Aty.;ałmatczyk;1;2;##K: og. ##D: mieszkaniec Ałma Aty.
amantka;1;2;##K:  ##D: . [##P: ] {##L: };amant;1;2;aktor, gwiazdor filmowy, który często gra kochanków i jest pożądany przez fanki
amatorka;1;2;##K: og. ##D: miłośniczka, wielbicielka.;amator;1;2;##K: og. ##D: miłośnik, wielbiciel czegoś. [##P: Amatorom słodyczy przypominamy, że cukier szkodzi zdrowiu i powoduje szybsze starzenie się.] [##P: To raj dla amatorów sportów wodnych.]
amatorka;2;2;##K: og. ##D: kobieta uprawiająca sport bez fachowego przygotowania.;amator;2;2;##K: og. ##D: osoba, która uprawia jakiś sport hobbystycznie, bez profesjonalnego przygotowania. [##WN: Ostatnim akordem 45. MWG był niedzielny 1. Sądecki Maraton Rowerowy dla amatorów.] ##A1: 0 ##A2: 0
amatorka;3;2;##K: og. ##D: nieprofesjonalistka.;amator;3;2;##K: og. ##D: człowiek robiący coś nieprofesjonalnie, niezawodowo, nie traktujący swojego zajęcia jako główne źródło utrzymania, niemający fachowego przygotowania. [##P: W naszym chórze śpiewają zarówno profesjonaliści, jak i ualentowani amatorzy.] [##P: Poleć mi kogoś pewnego, nie chcę zatrudniać amatorów do tej roboty.] ##A1: {cieszenie się na, użyteczność, niewiedza} amb [Krzysiek jest tylko amatorem, więc nie posiada fachowej wiedzy, ale za to pracuje z zamiłowania, a nie tylko dla pieniędzy, i można mieć nadzieję, że szybko się wszystkiego nauczy.] [Lepiej nie zatrudniaj amatorów - w tej branży liczy się gruntowne wykształcenie i profesjonalizm.] ##A2: {radość, użyteczność, niewiedza} amb [Janek był amatorem, który bardzo się starał i był wyjątkowo uczynny.] [Nie chcę mieć amatorów w swoim zespole, bo nie mam czasu na tłumaczenie im wszystkiego.]
amatorka;4;2;##K: daw. ##D: klientka.;amator;4;2;##K:  ##D: . [##P: ] {##L: }
ambasadorka;2;2;##K: og. ##D: kobieta-ambasador, przedstawicielka dyplomatyczna reprezentująca swój kraj poza jego granicami lub wobec organizacji międzynarodowej.;ambasador;1;2;##K: og. ##D: szef misji dyplomatycznej pierwszej klasy, reprezentujący państwo wysyłające wobec władz innego państwa lub organizacji międzynarodowej. [##P: Podczas nieobecności ambasadora lub niemożności tymczasowego pełnienia obowiązków zastępuje go osoba określana mianem chargé d'affaires ad interim (a.i.).] {##L: http://pl.wikipedia.org/wiki/Ambasador}  ##A1: 0 ##A2: 0
ambasadorka;1;2;##K: og. ##D: rzeczniczka, obrończyni, głosicielka.;ambasador;2;2;##K: książk. ##D: człowiek, który głosi jakieś poglądy, reklamuje markę lub ideę. [##P: Potrzebujemy dziś więcej takich ambasadorów polskości na Zachodzie.]
amerykanistka;1;2;##K:  ##D: . [##P: ] {##L: };amerykanista;1;2;##K:  ##D: . [##P: ] {##L: } ##A1: 0 ##A2: 0
Amerykanka;2;2;##K: og. ##D: mieszkanka superkontynentu amerykańskiego.;Amerykanin;1;2;##K: og. ##D: mieszkaniec superkontynentu amerykańskiego.
Amerykanka;1;2;##K: og. ##D: mieszkanka Stanów Zjednoczonych Ameryki, kobieta pochodzenia amerykańskiego.;Amerykanin;2;2;##K: og. ##D: mieszkaniec Stanów Zjednoczonych Ameryki, człowiek pochodzenia amerykańskiego.
amiszka;1;2;;amisz;1;2;##K:  ##D: . [##P: ] {##L: }
amsterdamka;1;2;##K: og. ##D: mieszkanka Amsterdamu. ;amsterdamczyk;1;2;##K: og. ##D: mieszkaniec Amsterdamu.
anabaptystka;1;2;##K:  ##D: . [##P: ] {##L: };anabaptysta;1;2;##K: og. ##D: wyznawca anabaptyzmu.
analfabetka;1;2;##K: og. ##D: kobieta, która nie potrafi czytać i pisać. [##P: ] {##L: };analfabeta;1;2;##K: og. ##D: osoba dorosła, która nie umie pisać ani czytać. ##A1: 0 ##A2: 0
analfabetka;2;2;##K: pot. ##D: lekceważąco o kobiecie, która nie ma podstawowej wiedzy w jakiejś dziedzinie, o ignorantce. [##P: Jeśli chodzi o remonty i naprawy, jestem zupełną analfabetką.];analfabeta;2;2;##K: pot. ##D: pogardliwie o ignorancie, osobie, która nie ma podstawowej wiedzy w jakiejś dziedzinie. ##A1: {złość, wstręt, nieużyteczność, niewiedza} - m [Michał to analfabeta, nie wiedział nawet, jakie miasto jest stolicą Francji.]
analityczka;1;2;##K: og. ##D: specjalistka zajmująca się analizowaniem danych.;analityk;1;2;##K: og. ##D: naukowiec od analizy danych i prognoz, który stosuje te metody. [##P: Na szczęście nad tymi danymi pracowała grupa doświadczonych analityków.] ##A1: 0 ##A2: 0
analityczka;2;2;##K: og. ##D: specjalistka określająca skład chemiczny danej substancji.;analityk;2;2;##K: og. ##D: chemik badający skład substancji. [##P: W laboratorium chemicznym pracowało trzech analityków.] ##A1: 0 ##A2: 0
anarchistka;1;2;##K: og. ##D: kobieta opowiadająca się przeciwko państwu.;anarchista;1;2;##K: og. ##D: uczestnik ruchu anarchistycznego. [##W: Zdaniem anarchistów scentralizowana, odgórna władza, w większym lub mniejszym stopniu zawsze pozostaje poza kontrolą społeczną, wyobcowując się ze społeczeństwa.] {##L: } ##A1: {radość, cieszenie się na, złość, wstręt, krzywda, szczęście, prawda, nieużyteczność, krzywda, błąd, nieszczęście} amb [Gdyby nie anarchiści, skostniałe systemy nigdy by nie upadały.] [W czasach pokoju nie trzeba nam anarchistów i rewolucji.] ##A2: 0
anarchistka;2;2;##K: og. ##D: kobieta niepodporządkowująca się obowiązującym przepisom i normom.;anarchista;2;2;##K: og. ##D: o każdej osobie, która się buntuje przeciwko jakimś normom, zasadom. ##A1: {złość, strach, nieużyteczność, krzywda} - m [Ale z niego anarchista, nie nosi butów zmiennych w szkole i dlatego codziennie dostaje uwagę do dzienniczka.] ##A2: [złość, strach, nieużyteczność, krzywda} - m [Nie bądź takim anarchistą, szef kazał, to trzeba zrobić, a nie dyskutować bez sensu.]
anarchofeministka;1;2;##K: książk. ##D: anarchistka zaanagażowana w ruch anarchofeministyczny, często podnosząca refleksję nad sytuacją kobiet i relacjami między płciami. [##W: Najbardziej znane anarchofeministki to Emma Goldman, Voltairine de Cleyre, czy pisarka Ursula Le Guin, choć elementów anarchofeminizmu można dopatrzeć się również u jednej z pierwszych feministek – Mary Wollstonecraft.];anarchofeminista;1;2;##K: książk. ##D: anarchista zaanagażowany w ruch anarchofeministyczny, często podnoszący refleksję nad sytuacją kobiet i relacjami między płciami. [##W: Według anarchofeminizmu państwo to forma zinstytucjonalizowanego patriarchatu, jednakże dla anarchofeministek czy anarchofeministów także państwo matriarchalne (dziś żadne państwo na świecie, z przeszłości – ślady matriarchatu można znaleźć np. na Krecie) nie ma racji bytu.]
anarchoindywidualistka;1;2;##K: książk. ##D: zwolenniczka anarchoindywidualizmu - nurtu politycznego powstałego w XIX wieku, którego podstawowym postulatem jest sprzeciw wobec poddawania nieinwazyjnej jednostki zewnętrznej woli. [##P: Jeszcze chwila w harcerstwie, a zostałabym anarchoindywidualistką!];anarchoindywidualista;1;2;##K: książk. ##D: zwolennik anarchoindywidualizmu - nurtu politycznego powstałego w XIX wieku, którego podstawowym postulatem jest sprzeciw wobec poddawania nieinwazyjnej jednostki zewnętrznej woli. [##W: Anarchoindywidualiści, w odróżnieniu od anarchokapitalistów, nigdy nie odrzucili laborystycznej teorii wartości.] [##W: Tezy anarchokapitalistów zdają się być, na pierwszy rzut oka, podobne do tych głoszonych przez amerykańskich anarchoindywidualistów.]
anarchokapitalistka;1;2;##K: książk. ##D: zwolenniczka anarchokapitalizmu, która opowiada się za eliminacją państwa na rzecz indywidualnej suwerenności na wolnym rynku. [##P: Jako anarchokapitaliska nie mogę się z tobą zgodzić.];anarchokapitalista;1;2;##K: książk. ##D: zwolennik anarchokapitalizmu, człowiek, który opowiada się za eliminacją państwa na rzecz indywidualnej suwerenności na wolnym rynku. [##W: Całkowicie odmienne poglądy prezentują anarchokapitaliści oraz anarchokomuniści, którzy odrzucają laborystyczną teorię wartości.]
anarchokomunistka;1;2;##K: książk. ##D: zwolenniczka anarchokomunizmu - jednego z nurtów anarchizmu i komunizmu, doktryny politycznej zakładającej, że po likwidacji kapitalizmu i państwa ludzie powinni połączyć się w komunistyczne wspólnoty, kooperujące ze sobą na zasadach federacji, równocześnie nie pozbawiające jednostek wolności osobistej i działające na zasadach demokracji bezpośredniej. [##W: Lucy Parsons (ur. ok. 1853 w Teksasie, zm. 7 marca 1942 w Chicago) – amerykańska działaczka ruchu robotniczego, aktywistka, radykalna socjalistka i anarchokomunistka.];anarchokomunista;1;2;##K: książk. ##D: zwolennik anarchokomunizmu - jednego z nurtów anarchizmu i komunizmu, doktryny politycznej zakładającej, że po likwidacji kapitalizmu i państwa ludzie powinni połączyć się w komunistyczne wspólnoty, kooperujące ze sobą na zasadach federacji, równocześnie nie pozbawiające jednostek wolności osobistej i działające na zasadach demokracji bezpośredniej. [##W: Podczas gdy w Hiszpanii trwał spór pomiędzy anarchokolektywistami a anarchokomunistami, w USA podobnie było z anarchokolektywistami i anarchoindywidualistami.]
anarchoprymitywistka;1;2;##K: książk. ##D: zwolenniczka anarchoprymitywizmu - światopoglądu odrzucającego naukę, technikę i cywilizację, nurtu anarchizmu uznającego postęp w wymienionych dziedzinach za niereformowalne i destrukcyjne zjawiska oparte na wyzysku przez takie wytwory cywilizacji jak: państwo, kapitalizm, rynek, patriarchat, globalizacja. [##P: Wolę być anarchoprymitywistką niż iść do pracy w korpo.];anarchoprymitywista;1;2;##K: książk. ##D: zwolennik anarchoprymitywizmu - światopoglądu odrzucającego naukę, technikę i cywilizację, nurtu anarchizmu uznającego postęp w wymienionych dziedzinach za niereformowalne i destrukcyjne zjawiska oparte na wyzysku przez takie wytwory cywilizacji jak: państwo, kapitalizm, rynek, patriarchat, globalizacja. [##W: Niektórzy anarchoprymitywiści i ekoanarchiści, jak John Zerzan i Derrick Jensen, postrzegają osobliwość jako kulminację kontroli maszyn i utratę możliwości swobodnej egzystencji poza cywilizacją.] [##W: Według anarchoprymitywistów nie ma technologii obojętnych dla człowieka i środowiska.]
anarchosyndykalistka;1;2;##K: książk. ##D: zwolenniczka anarchosyndykalizmu - doktryny politycznej i ekonomicznej powstałej pod koniec XIX w. z inicjatywy Fernanda Pelloutiera i Georges'a Sorela, będącej syntezą anarchizmu, wolnościowego socjalizmu i komunizmu. [##P: Else Christensen była znaną duńską anarchosyndykalistką i orędowniczką rodzimowierstwa germańskiego.];anarchosyndykalista;1;2;##K: książk. ##D: zwolennik anarchosyndykalizmu - doktryny politycznej i ekonomicznej powstałej pod koniec XIX w. z inicjatywy Fernanda Pelloutiera i Georges'a Sorela, będącej syntezą anarchizmu, wolnościowego socjalizmu i komunizmu. [##W: Na powolny zanik ruchu anarchosyndykalistów złożył się szereg przyczyn.] ##A1: 0
Andaluzyjka;1;2;##K: og.;Andaluzyjczyk;1;2;##K: og. ##D: mieszkaniec Andaluzji.
Andorka;1;2;##K: og. ##D: mieszkanka Andory, kobieta pochodzenia andorskiego.;Andorczyk;1;2;##K: og. ##D: mieszkaniec Andory - państwa, człowiek pochodzenia andorskiego. [##W: Oprócz tego Andorczycy zdołali wygrać jeszcze trzy mecze towarzyskie z Albanią, Białorusią, oraz San Marino – wszystkie trzy spotkania zakończyły się wynikiem 2:0.]
andorka;2;2;##K: og. ##D: mieszkanka Andory - stolicy państwa Andora.;andorczyk;2;2;##K: og. ##D: mieszkaniec Andory - stolicy państwa Andora.
andrychowianka;1;2;##K: og. ##D: mieszkanka Andrychowa.;andrychowianin;1;2;##K: og. ##D: mieszkaniec Andrychowa.
anemiczka;1;2;##K:  ##D: . [##P: ] {##L: };anemik;1;2;##K: og. ##D: ktoś, kto choruje na anemię. [##P: ] {##L: } ##A1: 0 ##A2: 0
anestezjolożka;1;2;##K:  ##D: . [##P: ] {##L: };anestezjolog;1;2;##K: og. ##D: . [##P: ] {##L: http://pl.wikipedia.org/wiki/Anestezjolog} ##A1: 0 ##A2: 0
Angielka;1;2;##K: og. ##D: mieszkanka Anglii, kobieta pochodzenia angielskiego.;Anglik;2;2;##K: og. ##D: mieszkaniec Wielkiej Brytanii, Anglii, człowiek pochodzenia angielskiego.
anglikanka;1;2;##K:  ##D: . [##P: ] {##L: };anglikanin;1;2;##K: og. ##D: członek Kościoła anglikańskiego. [##W:  Anglikanie odcinają się od Henryka VIII i nie uważają go za założyciela swojego Kościoła, świadczy o tym np. brak wspomnienia w Kalendarzu Liturgicznym oraz uznawanie za świętych ludzi, którzy zostali zabici z jego rozkazu.] {##L: }
anglistka;1;2;##K: og. ##D: ekspertka w dziedzinie filologii angielskiej.;anglista;1;2;##K: og. ##D: ekspert w dziedzinie filologii angielskiej. ##A1: 0 ##A2: 0
anglistka;2;2;##K: og. ##D: nauczycielka, która uczy języka angielskiego.;anglista;2;2;##K: og. ##D: nauczyciel, który uczy języka angielskiego. [##P: Ten anglista świetnie przygotował całą moją klasę do matury.]
anglistka;3;2;##K: og. ##D: studentka filologii angielskiej. [##P: Na naszym wydziale nie było ładnych studentek, no, może poza anglistkami.];anglista;3;2;##K: og. ##D: student filologii angielskiej. [##P: Konflikty wśród studentów na naszym wydziale istnieją odkąd pamiętam - angliści nie lubią germanistów, a germaniści rusycystów.]
anglofilka;1;2;##K:  ##D: . [##P: ] {##L: };anglofil;1;2;##K:  ##D: . [##P: ] {##L: }
anglofobka;1;2;##K:  ##D: . [##P: ] {##L: };anglofob;1;2;##K:  ##D: . [##P: ] {##L: } ##A1: {złość, strach, wstręt, nieużyteczność, krzywda, niewiedza} - m [Tomek jest anglofobem, dlatego postanowił, że nie będzie się uczył języka angielskiego.]
Anglosaska;1;2;##K: książk. ##D: członkini jednego ze starożytnych plemion germańskich.;Anglosas;1;2;##K: książk. ##D: członek jednego ze starożytnych plemion germańskich. [##W: Współczesny język angielski pochodzi od języka, którym Anglosasi posługiwali się 1500 lat temu.]
Anglosaska;2;2;##K: og. ##D: współcześnie kobieta wywodząca się z któregoś z narodów pochodzenia anglosaskiego (Brytyjka, Amerykanka, Australijka, Irlandka, Kanadyjka, Nowozelandka, Afrykanerka itp.).;Anglosas;2;2;##K: og. ##D: współcześnie człowiek wywodzący się z któregoś z narodów pochodzenia anglosaskiego (Brytyjczyk, Amerykanin, Australijczyk, Irlandczyk, Kanadyjczyk, Nowozelandczyk, Afrykaner itp.). [##P: Typowy Anglosas ma biały kolor skóry, wyznaje religię chrześcijańską i posługuje się językiem angielskim jako ojczystym lub drugim.] ##A1: 0
Angolka;1;2;##K: og. ##D: mieszkanka Angoli, kobieta pochodzenia angolskiego.;Angolczyk;1;2;##K: og. ##D: mieszkaniec Angoli, człowiek pochodzenia angolskiego.
animalistka;1;2;##K:  ##D: . [##P: ] {##L: };animalista;1;2;##K: og. ##D: artysta, zajmujący się przede wszystkim tematyką zwierzęcą, czyli animalistyką.  [##P: Starożytni animaliści przedstawiali często sceny wypasu kóz i owiec, a holenderscy upodobali sobie tematykę wyścigów konnych i wizerunków zwierząt domowych, ale też sceny polowań i egzotyczne ptactwo.]
animalistka;2;2;2;animalista;2;2;##K: specj. ##D: wyznawca animalizmu lub innych, współczesnych form kultu zwierząt. [##P: Indonezja składa się z setek wspólnot etnicznych i religijnych, wśród których przeważają buddyści i hinduiści oraz nieco mniej liczne wspólnoty chrześcijan i animalistów.]
animatorka;2;2;##K: specj. ##D: kobieta animator, aktorka, lalkarka.;animator;3;2;##K: specj. ##D: aktor pracujący w teatrze lalkowym. [##P: ] {##L: }
animatorka;3;2;##K: specj. ##D: kobieta animator, kobieta zajmująca się animacją w filmach rysunkowych. ;animator;2;2;##K: specj. ##D: osoba która zajmuje się animacją filmów rysunkowych, kukiełkowych itp. [##P: .] {##L: } ##A1: 0 ##A2: 0
animatorka;1;2;##K: og. ##D: kobieta, która zajmuje się ożywianiem, pobudzaniem zainteresowania, inspirowaniem innych, przewodzi zazwyczaj zorganizowanym grupom. [##P: Dziś na kółku animatorka uczyła nas robić kwiatki z bibuły.];animator;1;2;##K: og. ##D: osoba, która zajmuje się wzbudzaniem zainteresowania czymś. [##Kol: animator spotkania] {##L: }
ankarka;1;2;##K: og. ##D: mieszkanka Ankary.;ankarczyk;1;2;##K: og. ##D: mieszkaniec Ankary.
ankieterka;1;2;##K:  ##D: . [##P: ] {##L: };ankieter;1;2;##K:  ##D: . [##P: ] {##L: }
ankietowana;1;2;##K: og. ##D: kobieta, która udziela odpowiedzi na pytania składające się na ankietę. [##P: Ankietowana odpowiedziała na wszystkie pytania z wyjątkiem jednego, było to znaczące.] {##L: };ankietowany;1;2;##K: og. ##D: osoba, która udziela odpowiedzi na pytania składające się na ankietę. [##W: Ankietowani są w nich pytani w różnej formie o gotowość do zapłaty (ang. willingness-to-pay, WTP) bądź gotowość do zaakceptowania kompensaty (ang. willingness-to-accept (compensation), WTA) za zmiany w jakości lub ilości danego dobra publicznego.] {##L: }
annalistka;1;2;##K:  ##D: . [##P: ] {##L: };annalista;1;2;##K: specj. ##D: pisarz i historiograf, autor annałów. [##W: Dalej annalista podaje, że Mieszko był synem Siemomysła i przez siedem lat przed chrztem był ślepy, a po chrzcie odzyskał wzrok.] {##L: } ##A1: 0 ##A2: 0
anorektyczka;1;2;##K:  ##D: . [##P: ] {##L: };anorektyk;1;2;##K: og. ##D: osoba cierpiąca na anoreksję. [##P: Anorektycy często cechują się niską samooceną i zaburzonym postrzeganiem własnego ciała.] [##Kol: terapia anorektyka] {##L: } ##A1: 0 ##A2: 0
antagonistka;2;2;##K: og. ##D: oponentka, przeciwniczka.;antagonista;1;2;##K:  ##D: . [##P: ] {##L: }
antagonistka;1;2;##K: specj. ##D: kobieta odgrywająca drugą pod względem ważności rolę po postaci głównej, pierwszoplanowej.;antagonista;4;2;##K: specj. ##D: w filmie, teatrze, literaturze - bohater, który jest przeciwnikiem innego (zwykle gównego) bohatera, często przestawiany jako postać negatywna.
antenatka;1;2;##K:  ##D: . [##P: ] {##L: } ##A1: 0 ##A2: 0;antenat;1;2;##K:  ##D: . [##P: ] {##L: } ##A1: 0 ##A2: 0
Antiguanka;1;2;##K: og. ##D: mieszkanka Antigui i Barbudy, kobieta pochodzenia antiguańskiego.;Antiguańczyk;1;2;##K: og. ##D: mieszkaniec Antigui i Barbudy, mężczyzna pochodzenia antiguańskiego.
antreprenerka;1;2;##K:  ##D: . [##P: ] {##L: };antreprener;1;2;##K: daw. ##D: właściciel antrepryzy - przedsiębiorstwa prowadzącego działalność rozrywkową, często o charakterze widowiskowym. [##Kraszewski: Ponieważ mnie nikt nie przedstawia, prezentuję się panu sam, antreprener teatrów wołyńskich i podolskich, dyrektor towarzystwa artystów dramatycznych Jacek Mulka-Mulkiewicz Palengowski, weteran sceny narodowéj i uczeń nieśmiertelnego Bogusławskiego, z którym miałem zaszczyt grać na jednych deskach...] [##Gloger: Teatr wileński od niejakiego czasu zawsze zostaje na miejscu, przed trzema laty pan Kazyński, antreprener tamtejszy, ośmielił się wyjechać do Petersburga i tam wystawił kilkanaście sztuk polskich, dawniej toż samo uczynił w mieście Moskwie.]
antropocentrystka;1;2;##K: specj. ##D: zwolenniczka antropocentryzmu, koncepcji filozoficznej.;antropocentrysta;1;2;##K: specj. ##D: zwolennik antropocentryzmu, koncepcji filozoficznej stawiającej człowieka w centrum wszechświata. [##P: Antropocentrysta twierdzi, że między człowiekiem a innymi gatunkami istnieje moralnie znacząca nierówność.]
antropocentrystka;2;2;##K: og. ##D: kobieta w myśleniu i działaniu przyjmująca perspektywę antropocentryczną.;antropocentrysta;2;2;##K: og. ##D: człowiek kierujący się antropocentryzmem, stawiający człowieka i jego potrzeby na pierwszym miejscu, przyjmujący ludzką perspektywę jako centralną. [##P: Jestem antropocentrystą - ale dla mnie oznacza to troskę o przyrodę, bo jej rabunkowa eksploatacją szkodzi nam wszystkim.]
